161 43 29
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	309	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	93	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15
-1	-1	-1	-1	-1	-1	-1	-1	-1	157	158	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	155	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	309	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	93	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	242	242	242	-1	-1	-1	-1	-1	157	158	-1	-1	-1	-1	240	-1	-1	-1	157	158	-1	-1	-1	-1	-1	-1	-1	242	242	242	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	157	158	-1	-1	-1	-1	-1	-1	-1	-1	-1	240	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	242	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	155	-1	-1	-1	-1	-1	-1	-1	-1	157	158	-1	-1	-1	-1	-1	309	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	93	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15
-1	157	158	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	155	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	275	275	275	275	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	275	-1	-1	-1	-1	-1	242	242	242	-1	-1	-1	-1	-1	157	158	-1	242	-1	275	-1	157	158	-1	-1	-1	-1	-1	-1	-1	-1	275	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	309	-1	-1	-1	-1	330	331	-1	-1	-1	-1	-1	-1	-1	93	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15
-1	-1	-1	-1	-1	-1	187	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	242	242	242	-1	-1	157	158	-1	-1	-1	-1	-1	-1	-1	-1	-1	306	307	308	-1	-1	-1	-1	-1	-1	-1	-1	242	242	242	-1	-1	-1	-1	-1	157	158	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	275	275	275	275	-1	-1	-1	-1	-1	-1	-1	-1	-1	275	275	275	-1	-1	-1	-1	242	-1	275	306	307	308	-1	-1	-1	-1	155	-1	-1	-1	275	-1	-1	-1	-1	-1	-1	-1	-1	-1	242	242	242	-1	-1	-1	-1	155	-1	309	-1	-1	-1	-1	359	360	-1	-1	-1	-1	-1	-1	-1	93	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	306	307	308	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	275	-1	-1	187	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	306	307	308	-1	-1	-1	-1	-1	-1	-1	-1	155	-1	-1	-1	-1	-1	-1	-1	242	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	275	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	309	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	93	15	15	15	15	15	65	64	15	15	15	15	153	154	15	15	15	15	15	15
-1	-1	-1	-1	361	361	361	361	361	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	277	277	277	277	277	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	187	-1	-1	-1	-1	306	307	308	-1	-1	-1	-1	275	-1	-1	-1	-1	275	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	157	158	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	306	307	308	-1	-1	-1	242	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	306	307	308	-1	-1	-1	-1	-1	-1	-1	106	107	-1	-1	-1	-1	309	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	93	15	15	15	15	15	35	36	15	15	15	15	182	183	15	15	15	15	15	15
98	99	99	99	99	99	99	99	99	100	-1	-1	-1	-1	277	277	277	277	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	306	307	308	-1	-1	-1	-1	-1	-1	-1	-1	-1	275	-1	-1	-1	-1	-1	-1	275	-1	-1	-1	-1	275	275	-1	-1	275	275	275	275	275	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	306	307	308	-1	-1	-1	-1	-1	242	-1	-1	-1	-1	-1	-1	-1	157	158	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	157	158	-1	-1	-1	135	136	-1	-1	-1	-1	309	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	93	15	15	15	15	15	35	65	64	15	15	15	15	15	15	15	15	15	15	15
127	128	128	128	128	128	128	128	128	129	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	155	-1	-1	-1	-1	-1	-1	-1	-1	275	275	-1	-1	-1	-1	-1	275	275	275	275	-1	-1	-1	275	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	275	275	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	242	-1	275	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	275	275	275	-1	-1	-1	-1	-1	-1	-1	135	136	98	99	100	-1	309	-1	-1	-1	-1	-1	8	9	-1	-1	-1	-1	-1	-1	93	15	15	15	15	15	35	15	36	15	15	15	15	15	15	15	15	65	64	15
127	128	128	128	128	128	128	128	128	129	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	155	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	275	275	275	-1	155	-1	-1	-1	-1	-1	-1	-1	-1	-1	306	307	308	-1	-1	275	275	275	275	-1	-1	-1	-1	-1	-1	157	158	-1	-1	-1	-1	-1	155	-1	-1	-1	242	-1	275	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	306	307	308	-1	-1	-1	-1	-1	-1	-1	-1	-1	135	136	127	128	129	-1	309	-1	-1	-1	-1	-1	37	67	9	-1	106	107	-1	-1	93	15	15	15	15	15	35	15	65	7	15	15	15	15	15	15	15	35	36	15
